-1.7,1337.5,4.3,-3457.8,16380.3,1344.4,0.6,-41.5,-0.9,27.6,-0.3,22.7
0.3,1337.5,0.1,-3457.7,16379.2,1344.8,-0.6,-41.4,-1.3,27.6,-0.9,22.7
1.1,1337.4,3.3,-3458.0,16374.7,1345.3,-0.1,-41.4,-0.8,27.7,1.1,22.6
3.7,1337.1,0.7,-3457.9,16378.0,1345.5,0.1,-41.4,0.1,27.7,1.7,22.5
3.7,1336.9,4.0,-3458.1,16374.5,1346.1,0.7,-41.4,0.7,27.6,-0.1,22.6
0.1,1336.9,0.7,-3458.0,16375.5,1346.5,1.0,-41.5,0.8,27.6,-0.5,22.6
1.1,1336.8,-1.7,-3457.8,16387.7,1346.1,1.4,-41.6,-0.9,27.6,0.7,22.5
0.0,1336.8,-1.7,-3457.6,16387.3,1346.0,0.5,-41.6,-0.8,27.7,-0.2,22.5
1.7,1336.7,1.9,-3457.8,16383.2,1346.1,1.4,-41.7,-1.2,27.7,0.1,22.5
-1.1,1336.8,1.5,-3457.8,16385.1,1345.9,2.5,-41.8,-1.3,27.8,1.3,22.4
-2.9,1336.9,7.7,-3458.3,16384.1,1345.8,2.1,-41.9,-1.8,27.9,-0.7,22.5
1.3,1336.8,2.1,-3458.3,16388.3,1345.5,0.5,-41.9,-0.7,27.9,-0.2,22.5
-2.0,1337.0,4.1,-3458.6,16385.5,1345.5,-0.7,-41.9,-0.9,28.0,0.9,22.4
-1.6,1337.0,1.2,-3458.6,16383.9,1345.6,-1.2,-41.8,-1.3,28.1,-1.1,22.5
2.1,1336.7,3.2,-3458.8,16380.1,1346.0,-1.8,-41.7,-0.6,28.0,-0.9,22.5
2.7,1336.6,0.0,-3458.7,16380.5,1346.1,-2.1,-41.6,-0.7,28.1,-1.1,22.6
1.5,1336.5,-0.5,-3458.6,16374.8,1346.5,-2.2,-41.5,0.1,28.0,-1.9,22.7
-1.2,1336.5,-2.3,-3458.4,16387.3,1346.0,-2.2,-41.3,0.9,28.0,-2.5,22.9
-3.9,1336.7,-2.7,-3458.1,16385.3,1346.2,-1.3,-41.3,0.1,28.0,-0.8,22.9
-6.4,1337.1,-2.5,-3458.1,16380.9,1346.5,-0.7,-41.3,0.4,28.0,0.5,22.8
-8.3,1337.5,-4.0,-3457.9,16384.5,1346.3,-0.7,-41.2,0.3,28.0,-0.7,22.9
-4.5,1337.6,0.7,-3458.0,16386.5,1346.0,-0.1,-41.2,-0.1,28.0,-0.5,22.9
-5.6,1338.1,-1.9,-3457.8,16383.6,1346.2,0.5,-41.3,0.4,27.9,0.8,22.8
-6.3,1338.3,1.7,-3457.9,16385.5,1346.2,0.6,-41.3,0.0,27.9,3.0,22.7
-3.7,1338.5,3.7,-3458.1,16378.9,1346.6,1.0,-41.4,0.6,27.9,2.4,22.5
-0.5,1338.5,-1.3,-3457.9,16385.2,1346.4,0.5,-41.4,0.0,27.9,2.7,22.4
3.3,1338.2,-6.5,-3457.5,16381.7,1346.8,0.1,-41.4,-0.5,27.9,1.6,22.3
4.9,1337.8,-1.5,-3457.6,16382.1,1346.8,-0.9,-41.3,-0.1,27.9,2.3,22.2
